label,pix1,pix2
0,['118' '118' '119' '119' '119' '119' '119' '117' '119' '118'],['125' '125' '127' '125' '126' '127' '124' '125' '126' '127']
0,['118' '119' '119' '119' '119' '119' '117' '119' '118' '119'],['125' '127' '125' '126' '127' '124' '125' '126' '127' '125']
0,['119' '119' '119' '119' '119' '117' '119' '118' '119' '119'],['127' '125' '126' '127' '124' '125' '126' '127' '125' '126']
0,['119' '119' '119' '119' '117' '119' '118' '119' '119' '117'],['125' '126' '127' '124' '125' '126' '127' '125' '126' '126']
0,['119' '119' '119' '117' '119' '118' '119' '119' '117' '120'],['126' '127' '124' '125' '126' '127' '125' '126' '126' '127']
0,['119' '119' '117' '119' '118' '119' '119' '117' '120' '119'],['127' '124' '125' '126' '127' '125' '126' '126' '127' '126']
0,['119' '117' '119' '118' '119' '119' '117' '120' '119' '118'],['124' '125' '126' '127' '125' '126' '126' '127' '126' '125']
0,['117' '119' '118' '119' '119' '117' '120' '119' '118' '118'],['125' '126' '127' '125' '126' '126' '127' '126' '125' '126']
0,['119' '118' '119' '119' '117' '120' '119' '118' '118' '117'],['126' '127' '125' '126' '126' '127' '126' '125' '126' '126']
0,['118' '119' '119' '117' '120' '119' '118' '118' '117' '119'],['127' '125' '126' '126' '127' '126' '125' '126' '126' '126']
0,['119' '119' '117' '120' '119' '118' '118' '117' '119' '119'],['125' '126' '126' '127' '126' '125' '126' '126' '126' '125']
0,['119' '117' '120' '119' '118' '118' '117' '119' '119' '120'],['126' '126' '127' '126' '125' '126' '126' '126' '125' '125']
0,['117' '120' '119' '118' '118' '117' '119' '119' '120' '119'],['126' '127' '126' '125' '126' '126' '126' '125' '125' '127']
0,['120' '119' '118' '118' '117' '119' '119' '120' '119' '116'],['127' '126' '125' '126' '126' '126' '125' '125' '127' '127']
0,['119' '118' '118' '117' '119' '119' '120' '119' '116' '118'],['126' '125' '126' '126' '126' '125' '125' '127' '127' '125']
0,['118' '118' '117' '119' '119' '120' '119' '116' '118' '119'],['125' '126' '126' '126' '125' '125' '127' '127' '125' '126']
0,['118' '117' '119' '119' '120' '119' '116' '118' '119' '120'],['126' '126' '126' '125' '125' '127' '127' '125' '126' '125']
0,['117' '119' '119' '120' '119' '116' '118' '119' '120' '119'],['126' '126' '125' '125' '127' '127' '125' '126' '125' '125']
0,['119' '119' '120' '119' '116' '118' '119' '120' '119' '119'],['126' '125' '125' '127' '127' '125' '126' '125' '125' '125']
0,['119' '120' '119' '116' '118' '119' '120' '119' '119' '118'],['125' '125' '127' '127' '125' '126' '125' '125' '125' '126']
0,['120' '119' '116' '118' '119' '120' '119' '119' '118' '118'],['125' '127' '127' '125' '126' '125' '125' '125' '126' '126']
0,['119' '116' '118' '119' '120' '119' '119' '118' '118' '119'],['127' '127' '125' '126' '125' '125' '125' '126' '126' '127']
0,['116' '118' '119' '120' '119' '119' '118' '118' '119' '119'],['127' '125' '126' '125' '125' '125' '126' '126' '127' '125']
0,['118' '119' '120' '119' '119' '118' '118' '119' '119' '119'],['125' '126' '125' '125' '125' '126' '126' '127' '125' '126']
0,['119' '120' '119' '119' '118' '118' '119' '119' '119' '119'],['126' '125' '125' '125' '126' '126' '127' '125' '126' '126']
0,['120' '119' '119' '118' '118' '119' '119' '119' '119' '119'],['125' '125' '125' '126' '126' '127' '125' '126' '126' '126']
0,['119' '119' '118' '118' '119' '119' '119' '119' '119' '119'],['125' '125' '126' '126' '127' '125' '126' '126' '126' '125']
0,['119' '118' '118' '119' '119' '119' '119' '119' '119' '119'],['125' '126' '126' '127' '125' '126' '126' '126' '125' '127']
0,['118' '118' '119' '119' '119' '119' '119' '119' '119' '118'],['126' '126' '127' '125' '126' '126' '126' '125' '127' '126']
0,['118' '119' '119' '119' '119' '119' '119' '119' '118' '119'],['126' '127' '125' '126' '126' '126' '125' '127' '126' '125']
0,['119' '119' '119' '119' '119' '119' '119' '118' '119' '118'],['127' '125' '126' '126' '126' '125' '127' '126' '125' '127']
0,['119' '119' '119' '119' '119' '119' '118' '119' '118' '120'],['125' '126' '126' '126' '125' '127' '126' '125' '127' '126']
0,['119' '119' '119' '119' '119' '118' '119' '118' '120' '118'],['126' '126' '126' '125' '127' '126' '125' '127' '126' '126']
0,['119' '119' '119' '119' '118' '119' '118' '120' '118' '120'],['126' '126' '125' '127' '126' '125' '127' '126' '126' '126']
0,['119' '119' '119' '118' '119' '118' '120' '118' '120' '120'],['126' '125' '127' '126' '125' '127' '126' '126' '126' '125']
0,['119' '119' '118' '119' '118' '120' '118' '120' '120' '118'],['125' '127' '126' '125' '127' '126' '126' '126' '125' '127']
0,['119' '118' '119' '118' '120' '118' '120' '120' '118' '119'],['127' '126' '125' '127' '126' '126' '126' '125' '127' '125']
0,['118' '119' '118' '120' '118' '120' '120' '118' '119' '119'],['126' '125' '127' '126' '126' '126' '125' '127' '125' '126']
0,['119' '118' '120' '118' '120' '120' '118' '119' '119' '118'],['125' '127' '126' '126' '126' '125' '127' '125' '126' '125']
0,['118' '120' '118' '120' '120' '118' '119' '119' '118' '119'],['127' '126' '126' '126' '125' '127' '125' '126' '125' '126']
0,['120' '118' '120' '120' '118' '119' '119' '118' '119' '118'],['126' '126' '126' '125' '127' '125' '126' '125' '126' '127']
0,['118' '120' '120' '118' '119' '119' '118' '119' '118' '119'],['126' '126' '125' '127' '125' '126' '125' '126' '127' '127']
0,['120' '120' '118' '119' '119' '118' '119' '118' '119' '119'],['126' '125' '127' '125' '126' '125' '126' '127' '127' '126']
0,['120' '118' '119' '119' '118' '119' '118' '119' '119' '117'],['125' '127' '125' '126' '125' '126' '127' '127' '126' '125']
0,['118' '119' '119' '118' '119' '118' '119' '119' '117' '118'],['127' '125' '126' '125' '126' '127' '127' '126' '125' '125']
0,['119' '119' '118' '119' '118' '119' '119' '117' '118' '118'],['125' '126' '125' '126' '127' '127' '126' '125' '125' '127']
0,['119' '118' '119' '118' '119' '119' '117' '118' '118' '120'],['126' '125' '126' '127' '127' '126' '125' '125' '127' '126']
0,['118' '119' '118' '119' '119' '117' '118' '118' '120' '117'],['125' '126' '127' '127' '126' '125' '125' '127' '126' '126']
0,['119' '118' '119' '119' '117' '118' '118' '120' '117' '118'],['126' '127' '127' '126' '125' '125' '127' '126' '126' '126']
0,['118' '119' '119' '117' '118' '118' '120' '117' '118' '120'],['127' '127' '126' '125' '125' '127' '126' '126' '126' '127']
0,['119' '119' '117' '118' '118' '120' '117' '118' '120' '120'],['127' '126' '125' '125' '127' '126' '126' '126' '127' '124']
0,['119' '117' '118' '118' '120' '117' '118' '120' '120' '117'],['126' '125' '125' '127' '126' '126' '126' '127' '124' '126']
0,['117' '118' '118' '120' '117' '118' '120' '120' '117' '120'],['125' '125' '127' '126' '126' '126' '127' '124' '126' '125']
0,['118' '118' '120' '117' '118' '120' '120' '117' '120' '118'],['125' '127' '126' '126' '126' '127' '124' '126' '125' '126']
0,['118' '120' '117' '118' '120' '120' '117' '120' '118' '119'],['127' '126' '126' '126' '127' '124' '126' '125' '126' '126']
0,['120' '117' '118' '120' '120' '117' '120' '118' '119' '119'],['126' '126' '126' '127' '124' '126' '125' '126' '126' '125']
0,['117' '118' '120' '120' '117' '120' '118' '119' '119' '119'],['126' '126' '127' '124' '126' '125' '126' '126' '125' '124']
0,['118' '120' '120' '117' '120' '118' '119' '119' '119' '117'],['126' '127' '124' '126' '125' '126' '126' '125' '124' '125']
0,['120' '120' '117' '120' '118' '119' '119' '119' '117' '119'],['127' '124' '126' '125' '126' '126' '125' '124' '125' '127']
0,['120' '117' '120' '118' '119' '119' '119' '117' '119' '119'],['124' '126' '125' '126' '126' '125' '124' '125' '127' '125']
0,['117' '120' '118' '119' '119' '119' '117' '119' '119' '118'],['126' '125' '126' '126' '125' '124' '125' '127' '125' '126']
0,['120' '118' '119' '119' '119' '117' '119' '119' '118' '120'],['125' '126' '126' '125' '124' '125' '127' '125' '126' '126']
0,['118' '119' '119' '119' '117' '119' '119' '118' '120' '118'],['126' '126' '125' '124' '125' '127' '125' '126' '126' '125']
0,['119' '119' '119' '117' '119' '119' '118' '120' '118' '120'],['126' '125' '124' '125' '127' '125' '126' '126' '125' '125']
0,['119' '119' '117' '119' '119' '118' '120' '118' '120' '119'],['125' '124' '125' '127' '125' '126' '126' '125' '125' '125']
0,['119' '117' '119' '119' '118' '120' '118' '120' '119' '118'],['124' '125' '127' '125' '126' '126' '125' '125' '125' '126']
0,['117' '119' '119' '118' '120' '118' '120' '119' '118' '117'],['125' '127' '125' '126' '126' '125' '125' '125' '126' '124']
0,['119' '119' '118' '120' '118' '120' '119' '118' '117' '119'],['127' '125' '126' '126' '125' '125' '125' '126' '124' '126']
0,['119' '118' '120' '118' '120' '119' '118' '117' '119' '118'],['125' '126' '126' '125' '125' '125' '126' '124' '126' '125']
0,['118' '120' '118' '120' '119' '118' '117' '119' '118' '118'],['126' '126' '125' '125' '125' '126' '124' '126' '125' '126']
0,['120' '118' '120' '119' '118' '117' '119' '118' '118' '118'],['126' '125' '125' '125' '126' '124' '126' '125' '126' '126']
0,['118' '120' '119' '118' '117' '119' '118' '118' '118' '117'],['125' '125' '125' '126' '124' '126' '125' '126' '126' '127']
0,['120' '119' '118' '117' '119' '118' '118' '118' '117' '118'],['125' '125' '126' '124' '126' '125' '126' '126' '127' '126']
0,['119' '118' '117' '119' '118' '118' '118' '117' '118' '120'],['125' '126' '124' '126' '125' '126' '126' '127' '126' '126']
0,['118' '117' '119' '118' '118' '118' '117' '118' '120' '117'],['126' '124' '126' '125' '126' '126' '127' '126' '126' '125']
0,['117' '119' '118' '118' '118' '117' '118' '120' '117' '119'],['124' '126' '125' '126' '126' '127' '126' '126' '125' '127']
0,['119' '118' '118' '118' '117' '118' '120' '117' '119' '118'],['126' '125' '126' '126' '127' '126' '126' '125' '127' '127']
0,['118' '118' '118' '117' '118' '120' '117' '119' '118' '117'],['125' '126' '126' '127' '126' '126' '125' '127' '127' '125']
0,['118' '118' '117' '118' '120' '117' '119' '118' '117' '121'],['126' '126' '127' '126' '126' '125' '127' '127' '125' '125']
0,['118' '117' '118' '120' '117' '119' '118' '117' '121' '119'],['126' '127' '126' '126' '125' '127' '127' '125' '125' '126']
0,['117' '118' '120' '117' '119' '118' '117' '121' '119' '121'],['127' '126' '126' '125' '127' '127' '125' '125' '126' '127']
0,['118' '120' '117' '119' '118' '117' '121' '119' '121' '120'],['126' '126' '125' '127' '127' '125' '125' '126' '127' '128']
0,['120' '117' '119' '118' '117' '121' '119' '121' '120' '121'],['126' '125' '127' '127' '125' '125' '126' '127' '128' '130']
1,['117' '119' '118' '117' '121' '119' '121' '120' '121' '123'],['125' '127' '127' '125' '125' '126' '127' '128' '130' '130']
1,['119' '118' '117' '121' '119' '121' '120' '121' '123' '123'],['127' '127' '125' '125' '126' '127' '128' '130' '130' '129']
1,['118' '117' '121' '119' '121' '120' '121' '123' '123' '122'],['127' '125' '125' '126' '127' '128' '130' '130' '129' '130']
1,['117' '121' '119' '121' '120' '121' '123' '123' '122' '122'],['125' '125' '126' '127' '128' '130' '130' '129' '130' '129']
1,['121' '119' '121' '120' '121' '123' '123' '122' '122' '120'],['125' '126' '127' '128' '130' '130' '129' '130' '129' '130']
1,['119' '121' '120' '121' '123' '123' '122' '122' '120' '120'],['126' '127' '128' '130' '130' '129' '130' '129' '130' '127']
1,['121' '120' '121' '123' '123' '122' '122' '120' '120' '116'],['127' '128' '130' '130' '129' '130' '129' '130' '127' '127']
1,['120' '121' '123' '123' '122' '122' '120' '120' '116' '116'],['128' '130' '130' '129' '130' '129' '130' '127' '127' '125']
1,['121' '123' '123' '122' '122' '120' '120' '116' '116' '117'],['130' '130' '129' '130' '129' '130' '127' '127' '125' '125']
1,['123' '123' '122' '122' '120' '120' '116' '116' '117' '114'],['130' '129' '130' '129' '130' '127' '127' '125' '125' '123']
1,['123' '122' '122' '120' '120' '116' '116' '117' '114' '115'],['129' '130' '129' '130' '127' '127' '125' '125' '123' '124']
1,['122' '122' '120' '120' '116' '116' '117' '114' '115' '116'],['130' '129' '130' '127' '127' '125' '125' '123' '124' '121']
1,['122' '120' '120' '116' '116' '117' '114' '115' '116' '115'],['129' '130' '127' '127' '125' '125' '123' '124' '121' '123']
1,['120' '120' '116' '116' '117' '114' '115' '116' '115' '115'],['130' '127' '127' '125' '125' '123' '124' '121' '123' '122']
1,['120' '116' '116' '117' '114' '115' '116' '115' '115' '116'],['127' '127' '125' '125' '123' '124' '121' '123' '122' '120']
1,['116' '116' '117' '114' '115' '116' '115' '115' '116' '114'],['127' '125' '125' '123' '124' '121' '123' '122' '120' '121']
1,['116' '117' '114' '115' '116' '115' '115' '116' '114' '116'],['125' '125' '123' '124' '121' '123' '122' '120' '121' '121']
1,['117' '114' '115' '116' '115' '115' '116' '114' '116' '115'],['125' '123' '124' '121' '123' '122' '120' '121' '121' '124']
1,['114' '115' '116' '115' '115' '116' '114' '116' '115' '117'],['123' '124' '121' '123' '122' '120' '121' '121' '124' '123']
1,['115' '116' '115' '115' '116' '114' '116' '115' '117' '117'],['124' '121' '123' '122' '120' '121' '121' '124' '123' '124']
1,['116' '115' '115' '116' '114' '116' '115' '117' '117' '118'],['121' '123' '122' '120' '121' '121' '124' '123' '124' '124']
0,['115' '115' '116' '114' '116' '115' '117' '117' '118' '117'],['123' '122' '120' '121' '121' '124' '123' '124' '124' '123']
0,['115' '116' '114' '116' '115' '117' '117' '118' '117' '119'],['122' '120' '121' '121' '124' '123' '124' '124' '123' '125']
0,['116' '114' '116' '115' '117' '117' '118' '117' '119' '118'],['120' '121' '121' '124' '123' '124' '124' '123' '125' '125']
0,['114' '116' '115' '117' '117' '118' '117' '119' '118' '116'],['121' '121' '124' '123' '124' '124' '123' '125' '125' '125']
0,['116' '115' '117' '117' '118' '117' '119' '118' '116' '118'],['121' '124' '123' '124' '124' '123' '125' '125' '125' '127']
0,['115' '117' '117' '118' '117' '119' '118' '116' '118' '120'],['124' '123' '124' '124' '123' '125' '125' '125' '127' '126']
0,['117' '117' '118' '117' '119' '118' '116' '118' '120' '120'],['123' '124' '124' '123' '125' '125' '125' '127' '126' '125']
0,['117' '118' '117' '119' '118' '116' '118' '120' '120' '120'],['124' '124' '123' '125' '125' '125' '127' '126' '125' '124']
0,['118' '117' '119' '118' '116' '118' '120' '120' '120' '119'],['124' '123' '125' '125' '125' '127' '126' '125' '124' '125']
0,['117' '119' '118' '116' '118' '120' '120' '120' '119' '117'],['123' '125' '125' '125' '127' '126' '125' '124' '125' '126']
0,['119' '118' '116' '118' '120' '120' '120' '119' '117' '119'],['125' '125' '125' '127' '126' '125' '124' '125' '126' '127']
0,['118' '116' '118' '120' '120' '120' '119' '117' '119' '118'],['125' '125' '127' '126' '125' '124' '125' '126' '127' '125']
0,['116' '118' '120' '120' '120' '119' '117' '119' '118' '119'],['125' '127' '126' '125' '124' '125' '126' '127' '125' '125']
0,['118' '120' '120' '120' '119' '117' '119' '118' '119' '119'],['127' '126' '125' '124' '125' '126' '127' '125' '125' '124']
0,['120' '120' '120' '119' '117' '119' '118' '119' '119' '120'],['126' '125' '124' '125' '126' '127' '125' '125' '124' '126']
0,['120' '120' '119' '117' '119' '118' '119' '119' '120' '118'],['125' '124' '125' '126' '127' '125' '125' '124' '126' '126']
0,['120' '119' '117' '119' '118' '119' '119' '120' '118' '120'],['124' '125' '126' '127' '125' '125' '124' '126' '126' '126']
0,['119' '117' '119' '118' '119' '119' '120' '118' '120' '118'],['125' '126' '127' '125' '125' '124' '126' '126' '126' '126']
0,['117' '119' '118' '119' '119' '120' '118' '120' '118' '119'],['126' '127' '125' '125' '124' '126' '126' '126' '126' '126']
0,['119' '118' '119' '119' '120' '118' '120' '118' '119' '119'],['127' '125' '125' '124' '126' '126' '126' '126' '126' '124']
0,['118' '119' '119' '120' '118' '120' '118' '119' '119' '119'],['125' '125' '124' '126' '126' '126' '126' '126' '124' '126']
0,['119' '119' '120' '118' '120' '118' '119' '119' '119' '118'],['125' '124' '126' '126' '126' '126' '126' '124' '126' '126']
0,['119' '120' '118' '120' '118' '119' '119' '119' '118' '121'],['124' '126' '126' '126' '126' '126' '124' '126' '126' '126']
0,['120' '118' '120' '118' '119' '119' '119' '118' '121' '121'],['126' '126' '126' '126' '126' '124' '126' '126' '126' '124']
0,['118' '120' '118' '119' '119' '119' '118' '121' '121' '120'],['126' '126' '126' '126' '124' '126' '126' '126' '124' '127']
0,['120' '118' '119' '119' '119' '118' '121' '121' '120' '120'],['126' '126' '126' '124' '126' '126' '126' '124' '127' '125']
0,['118' '119' '119' '119' '118' '121' '121' '120' '120' '119'],['126' '126' '124' '126' '126' '126' '124' '127' '125' '127']
0,['119' '119' '119' '118' '121' '121' '120' '120' '119' '119'],['126' '124' '126' '126' '126' '124' '127' '125' '127' '127']
0,['119' '119' '118' '121' '121' '120' '120' '119' '119' '120'],['124' '126' '126' '126' '124' '127' '125' '127' '127' '125']
0,['119' '118' '121' '121' '120' '120' '119' '119' '120' '119'],['126' '126' '126' '124' '127' '125' '127' '127' '125' '126']
0,['118' '121' '121' '120' '120' '119' '119' '120' '119' '119'],['126' '126' '124' '127' '125' '127' '127' '125' '126' '126']
0,['121' '121' '120' '120' '119' '119' '120' '119' '119' '121'],['126' '124' '127' '125' '127' '127' '125' '126' '126' '126']
0,['121' '120' '120' '119' '119' '120' '119' '119' '121' '119'],['124' '127' '125' '127' '127' '125' '126' '126' '126' '125']
0,['120' '120' '119' '119' '120' '119' '119' '121' '119' '118'],['127' '125' '127' '127' '125' '126' '126' '126' '125' '127']
0,['120' '119' '119' '120' '119' '119' '121' '119' '118' '119'],['125' '127' '127' '125' '126' '126' '126' '125' '127' '126']
0,['119' '119' '120' '119' '119' '121' '119' '118' '119' '118'],['127' '127' '125' '126' '126' '126' '125' '127' '126' '126']
