label,pix1,pix2
0,['129' '127' '129' '128' '128' '128' '130' '128' '129' '128'],['138' '137' '137' '137' '137' '137' '138' '138' '140' '137']
0,['127' '129' '128' '128' '128' '130' '128' '129' '128' '128'],['137' '137' '137' '137' '137' '138' '138' '140' '137' '136']
0,['129' '128' '128' '128' '130' '128' '129' '128' '128' '129'],['137' '137' '137' '137' '138' '138' '140' '137' '136' '137']
0,['128' '128' '128' '130' '128' '129' '128' '128' '129' '127'],['137' '137' '137' '138' '138' '140' '137' '136' '137' '138']
0,['128' '128' '130' '128' '129' '128' '128' '129' '127' '128'],['137' '137' '138' '138' '140' '137' '136' '137' '138' '137']
0,['128' '130' '128' '129' '128' '128' '129' '127' '128' '128'],['137' '138' '138' '140' '137' '136' '137' '138' '137' '137']
0,['130' '128' '129' '128' '128' '129' '127' '128' '128' '128'],['138' '138' '140' '137' '136' '137' '138' '137' '137' '138']
0,['128' '129' '128' '128' '129' '127' '128' '128' '128' '130'],['138' '140' '137' '136' '137' '138' '137' '137' '138' '137']
0,['129' '128' '128' '129' '127' '128' '128' '128' '130' '128'],['140' '137' '136' '137' '138' '137' '137' '138' '137' '137']
0,['128' '128' '129' '127' '128' '128' '128' '130' '128' '129'],['137' '136' '137' '138' '137' '137' '138' '137' '137' '137']
0,['128' '129' '127' '128' '128' '128' '130' '128' '129' '129'],['136' '137' '138' '137' '137' '138' '137' '137' '137' '136']
0,['129' '127' '128' '128' '128' '130' '128' '129' '129' '127'],['137' '138' '137' '137' '138' '137' '137' '137' '136' '137']
0,['127' '128' '128' '128' '130' '128' '129' '129' '127' '126'],['138' '137' '137' '138' '137' '137' '137' '136' '137' '136']
0,['128' '128' '128' '130' '128' '129' '129' '127' '126' '138'],['137' '137' '138' '137' '137' '137' '136' '137' '136' '136']
0,['128' '128' '130' '128' '129' '129' '127' '126' '138' '131'],['137' '138' '137' '137' '137' '136' '137' '136' '136' '136']
0,['128' '130' '128' '129' '129' '127' '126' '138' '131' '131'],['138' '137' '137' '137' '136' '137' '136' '136' '136' '109']
0,['130' '128' '129' '129' '127' '126' '138' '131' '131' '113'],['137' '137' '137' '136' '137' '136' '136' '136' '109' '138']
0,['128' '129' '129' '127' '126' '138' '131' '131' '113' '103'],['137' '137' '136' '137' '136' '136' '136' '109' '138' '136']
0,['129' '129' '127' '126' '138' '131' '131' '113' '103' '123'],['137' '136' '137' '136' '136' '136' '109' '138' '136' '121']
0,['129' '127' '126' '138' '131' '131' '113' '103' '123' '127'],['136' '137' '136' '136' '136' '109' '138' '136' '121' '101']
0,['127' '126' '138' '131' '131' '113' '103' '123' '127' '127'],['137' '136' '136' '136' '109' '138' '136' '121' '101' '128']
0,['126' '138' '131' '131' '113' '103' '123' '127' '127' '127'],['136' '136' '136' '109' '138' '136' '121' '101' '128' '133']
0,['138' '131' '131' '113' '103' '123' '127' '127' '127' '130'],['136' '136' '109' '138' '136' '121' '101' '128' '133' '136']
0,['131' '131' '113' '103' '123' '127' '127' '127' '130' '129'],['136' '109' '138' '136' '121' '101' '128' '133' '136' '138']
0,['131' '113' '103' '123' '127' '127' '127' '130' '129' '127'],['109' '138' '136' '121' '101' '128' '133' '136' '138' '138']
0,['113' '103' '123' '127' '127' '127' '130' '129' '127' '128'],['138' '136' '121' '101' '128' '133' '136' '138' '138' '137']
0,['103' '123' '127' '127' '127' '130' '129' '127' '128' '127'],['136' '121' '101' '128' '133' '136' '138' '138' '137' '137']
0,['123' '127' '127' '127' '130' '129' '127' '128' '127' '128'],['121' '101' '128' '133' '136' '138' '138' '137' '137' '138']
0,['127' '127' '127' '130' '129' '127' '128' '127' '128' '128'],['101' '128' '133' '136' '138' '138' '137' '137' '138' '136']
0,['127' '127' '130' '129' '127' '128' '127' '128' '128' '130'],['128' '133' '136' '138' '138' '137' '137' '138' '136' '137']
0,['127' '130' '129' '127' '128' '127' '128' '128' '130' '129'],['133' '136' '138' '138' '137' '137' '138' '136' '137' '137']
0,['130' '129' '127' '128' '127' '128' '128' '130' '129' '129'],['136' '138' '138' '137' '137' '138' '136' '137' '137' '139']
0,['129' '127' '128' '127' '128' '128' '130' '129' '129' '127'],['138' '138' '137' '137' '138' '136' '137' '137' '139' '137']
0,['127' '128' '127' '128' '128' '130' '129' '129' '127' '129'],['138' '137' '137' '138' '136' '137' '137' '139' '137' '135']
0,['128' '127' '128' '128' '130' '129' '129' '127' '129' '129'],['137' '137' '138' '136' '137' '137' '139' '137' '135' '137']
0,['127' '128' '128' '130' '129' '129' '127' '129' '129' '128'],['137' '138' '136' '137' '137' '139' '137' '135' '137' '136']
0,['128' '128' '130' '129' '129' '127' '129' '129' '128' '128'],['138' '136' '137' '137' '139' '137' '135' '137' '136' '139']
0,['128' '130' '129' '129' '127' '129' '129' '128' '128' '128'],['136' '137' '137' '139' '137' '135' '137' '136' '139' '137']
0,['130' '129' '129' '127' '129' '129' '128' '128' '128' '128'],['137' '137' '139' '137' '135' '137' '136' '139' '137' '136']
0,['129' '129' '127' '129' '129' '128' '128' '128' '128' '128'],['137' '139' '137' '135' '137' '136' '139' '137' '136' '135']
0,['129' '127' '129' '129' '128' '128' '128' '128' '128' '128'],['139' '137' '135' '137' '136' '139' '137' '136' '135' '138']
0,['127' '129' '129' '128' '128' '128' '128' '128' '128' '129'],['137' '135' '137' '136' '139' '137' '136' '135' '138' '138']
0,['129' '129' '128' '128' '128' '128' '128' '128' '129' '128'],['135' '137' '136' '139' '137' '136' '135' '138' '138' '138']
0,['129' '128' '128' '128' '128' '128' '128' '129' '128' '128'],['137' '136' '139' '137' '136' '135' '138' '138' '138' '137']
0,['128' '128' '128' '128' '128' '128' '129' '128' '128' '130'],['136' '139' '137' '136' '135' '138' '138' '138' '137' '137']
0,['128' '128' '128' '128' '128' '129' '128' '128' '130' '128'],['139' '137' '136' '135' '138' '138' '138' '137' '137' '137']
0,['128' '128' '128' '128' '129' '128' '128' '130' '128' '129'],['137' '136' '135' '138' '138' '138' '137' '137' '137' '136']
0,['128' '128' '128' '129' '128' '128' '130' '128' '129' '129'],['136' '135' '138' '138' '138' '137' '137' '137' '136' '139']
0,['128' '128' '129' '128' '128' '130' '128' '129' '129' '128'],['135' '138' '138' '138' '137' '137' '137' '136' '139' '136']
0,['128' '129' '128' '128' '130' '128' '129' '129' '128' '129'],['138' '138' '138' '137' '137' '137' '136' '139' '136' '137']
0,['129' '128' '128' '130' '128' '129' '129' '128' '129' '129'],['138' '138' '137' '137' '137' '136' '139' '136' '137' '138']
0,['128' '128' '130' '128' '129' '129' '128' '129' '129' '128'],['138' '137' '137' '137' '136' '139' '136' '137' '138' '137']
0,['128' '130' '128' '129' '129' '128' '129' '129' '128' '127'],['137' '137' '137' '136' '139' '136' '137' '138' '137' '136']
0,['130' '128' '129' '129' '128' '129' '129' '128' '127' '130'],['137' '137' '136' '139' '136' '137' '138' '137' '136' '137']
0,['128' '129' '129' '128' '129' '129' '128' '127' '130' '127'],['137' '136' '139' '136' '137' '138' '137' '136' '137' '137']
0,['129' '129' '128' '129' '129' '128' '127' '130' '127' '127'],['136' '139' '136' '137' '138' '137' '136' '137' '137' '137']
0,['129' '128' '129' '129' '128' '127' '130' '127' '127' '130'],['139' '136' '137' '138' '137' '136' '137' '137' '137' '138']
0,['128' '129' '129' '128' '127' '130' '127' '127' '130' '128'],['136' '137' '138' '137' '136' '137' '137' '137' '138' '137']
0,['129' '129' '128' '127' '130' '127' '127' '130' '128' '126'],['137' '138' '137' '136' '137' '137' '137' '138' '137' '138']
0,['129' '128' '127' '130' '127' '127' '130' '128' '126' '129'],['138' '137' '136' '137' '137' '137' '138' '137' '138' '134']
0,['128' '127' '130' '127' '127' '130' '128' '126' '129' '128'],['137' '136' '137' '137' '137' '138' '137' '138' '134' '137']
0,['127' '130' '127' '127' '130' '128' '126' '129' '128' '130'],['136' '137' '137' '137' '138' '137' '138' '134' '137' '136']
0,['130' '127' '127' '130' '128' '126' '129' '128' '130' '128'],['137' '137' '137' '138' '137' '138' '134' '137' '136' '137']
0,['127' '127' '130' '128' '126' '129' '128' '130' '128' '129'],['137' '137' '138' '137' '138' '134' '137' '136' '137' '137']
0,['127' '130' '128' '126' '129' '128' '130' '128' '129' '131'],['137' '138' '137' '138' '134' '137' '136' '137' '137' '138']
0,['130' '128' '126' '129' '128' '130' '128' '129' '131' '128'],['138' '137' '138' '134' '137' '136' '137' '137' '138' '138']
0,['128' '126' '129' '128' '130' '128' '129' '131' '128' '130'],['137' '138' '134' '137' '136' '137' '137' '138' '138' '135']
0,['126' '129' '128' '130' '128' '129' '131' '128' '130' '129'],['138' '134' '137' '136' '137' '137' '138' '138' '135' '137']
0,['129' '128' '130' '128' '129' '131' '128' '130' '129' '129'],['134' '137' '136' '137' '137' '138' '138' '135' '137' '137']
0,['128' '130' '128' '129' '131' '128' '130' '129' '129' '128'],['137' '136' '137' '137' '138' '138' '135' '137' '137' '137']
0,['130' '128' '129' '131' '128' '130' '129' '129' '128' '129'],['136' '137' '137' '138' '138' '135' '137' '137' '137' '137']
0,['128' '129' '131' '128' '130' '129' '129' '128' '129' '128'],['137' '137' '138' '138' '135' '137' '137' '137' '137' '137']
0,['129' '131' '128' '130' '129' '129' '128' '129' '128' '128'],['137' '138' '138' '135' '137' '137' '137' '137' '137' '137']
0,['131' '128' '130' '129' '129' '128' '129' '128' '128' '128'],['138' '138' '135' '137' '137' '137' '137' '137' '137' '138']
0,['128' '130' '129' '129' '128' '129' '128' '128' '128' '129'],['138' '135' '137' '137' '137' '137' '137' '137' '138' '137']
0,['130' '129' '129' '128' '129' '128' '128' '128' '129' '127'],['135' '137' '137' '137' '137' '137' '137' '138' '137' '137']
0,['129' '129' '128' '129' '128' '128' '128' '129' '127' '129'],['137' '137' '137' '137' '137' '137' '138' '137' '137' '137']
0,['129' '128' '129' '128' '128' '128' '129' '127' '129' '129'],['137' '137' '137' '137' '137' '138' '137' '137' '137' '137']
0,['128' '129' '128' '128' '128' '129' '127' '129' '129' '128'],['137' '137' '137' '137' '138' '137' '137' '137' '137' '138']
0,['129' '128' '128' '128' '129' '127' '129' '129' '128' '128'],['137' '137' '137' '138' '137' '137' '137' '137' '138' '136']
0,['128' '128' '128' '129' '127' '129' '129' '128' '128' '129'],['137' '137' '138' '137' '137' '137' '137' '138' '136' '138']
0,['128' '128' '129' '127' '129' '129' '128' '128' '129' '129'],['137' '138' '137' '137' '137' '137' '138' '136' '138' '137']
0,['128' '129' '127' '129' '129' '128' '128' '129' '129' '129'],['138' '137' '137' '137' '137' '138' '136' '138' '137' '137']
0,['129' '127' '129' '129' '128' '128' '129' '129' '129' '127'],['137' '137' '137' '137' '138' '136' '138' '137' '137' '139']
0,['127' '129' '129' '128' '128' '129' '129' '129' '127' '128'],['137' '137' '137' '138' '136' '138' '137' '137' '139' '136']
0,['129' '129' '128' '128' '129' '129' '129' '127' '128' '128'],['137' '137' '138' '136' '138' '137' '137' '139' '136' '137']
0,['129' '128' '128' '129' '129' '129' '127' '128' '128' '129'],['137' '138' '136' '138' '137' '137' '139' '136' '137' '136']
0,['128' '128' '129' '129' '129' '127' '128' '128' '129' '127'],['138' '136' '138' '137' '137' '139' '136' '137' '136' '139']
0,['128' '129' '129' '129' '127' '128' '128' '129' '127' '130'],['136' '138' '137' '137' '139' '136' '137' '136' '139' '138']
0,['129' '129' '129' '127' '128' '128' '129' '127' '130' '128'],['138' '137' '137' '139' '136' '137' '136' '139' '138' '137']
0,['129' '129' '127' '128' '128' '129' '127' '130' '128' '129'],['137' '137' '139' '136' '137' '136' '139' '138' '137' '138']
0,['129' '127' '128' '128' '129' '127' '130' '128' '129' '130'],['137' '139' '136' '137' '136' '139' '138' '137' '138' '138']
0,['127' '128' '128' '129' '127' '130' '128' '129' '130' '126'],['139' '136' '137' '136' '139' '138' '137' '138' '138' '137']
0,['128' '128' '129' '127' '130' '128' '129' '130' '126' '128'],['136' '137' '136' '139' '138' '137' '138' '138' '137' '137']
0,['128' '129' '127' '130' '128' '129' '130' '126' '128' '129'],['137' '136' '139' '138' '137' '138' '138' '137' '137' '138']
0,['129' '127' '130' '128' '129' '130' '126' '128' '129' '127'],['136' '139' '138' '137' '138' '138' '137' '137' '138' '138']
0,['127' '130' '128' '129' '130' '126' '128' '129' '127' '128'],['139' '138' '137' '138' '138' '137' '137' '138' '138' '137']
0,['130' '128' '129' '130' '126' '128' '129' '127' '128' '129'],['138' '137' '138' '138' '137' '137' '138' '138' '137' '138']
0,['128' '129' '130' '126' '128' '129' '127' '128' '129' '129'],['137' '138' '138' '137' '137' '138' '138' '137' '138' '138']
0,['129' '130' '126' '128' '129' '127' '128' '129' '129' '130'],['138' '138' '137' '137' '138' '138' '137' '138' '138' '136']
0,['130' '126' '128' '129' '127' '128' '129' '129' '130' '130'],['138' '137' '137' '138' '138' '137' '138' '138' '136' '138']
0,['126' '128' '129' '127' '128' '129' '129' '130' '130' '130'],['137' '137' '138' '138' '137' '138' '138' '136' '138' '136']
0,['128' '129' '127' '128' '129' '129' '130' '130' '130' '128'],['137' '138' '138' '137' '138' '138' '136' '138' '136' '138']
0,['129' '127' '128' '129' '129' '130' '130' '130' '128' '129'],['138' '138' '137' '138' '138' '136' '138' '136' '138' '138']
0,['127' '128' '129' '129' '130' '130' '130' '128' '129' '128'],['138' '137' '138' '138' '136' '138' '136' '138' '138' '138']
0,['128' '129' '129' '130' '130' '130' '128' '129' '128' '129'],['137' '138' '138' '136' '138' '136' '138' '138' '138' '137']
0,['129' '129' '130' '130' '130' '128' '129' '128' '129' '128'],['138' '138' '136' '138' '136' '138' '138' '138' '137' '138']
0,['129' '130' '130' '130' '128' '129' '128' '129' '128' '129'],['138' '136' '138' '136' '138' '138' '138' '137' '138' '138']
0,['130' '130' '130' '128' '129' '128' '129' '128' '129' '128'],['136' '138' '136' '138' '138' '138' '137' '138' '138' '136']
0,['130' '130' '128' '129' '128' '129' '128' '129' '128' '129'],['138' '136' '138' '138' '138' '137' '138' '138' '136' '136']
0,['130' '128' '129' '128' '129' '128' '129' '128' '129' '128'],['136' '138' '138' '138' '137' '138' '138' '136' '136' '138']
0,['128' '129' '128' '129' '128' '129' '128' '129' '128' '129'],['138' '138' '138' '137' '138' '138' '136' '136' '138' '137']
0,['129' '128' '129' '128' '129' '128' '129' '128' '129' '128'],['138' '138' '137' '138' '138' '136' '136' '138' '137' '138']
0,['128' '129' '128' '129' '128' '129' '128' '129' '128' '129'],['138' '137' '138' '138' '136' '136' '138' '137' '138' '138']
0,['129' '128' '129' '128' '129' '128' '129' '128' '129' '128'],['137' '138' '138' '136' '136' '138' '137' '138' '138' '137']
0,['128' '129' '128' '129' '128' '129' '128' '129' '128' '129'],['138' '138' '136' '136' '138' '137' '138' '138' '137' '135']
0,['129' '128' '129' '128' '129' '128' '129' '128' '129' '128'],['138' '136' '136' '138' '137' '138' '138' '137' '135' '137']
0,['128' '129' '128' '129' '128' '129' '128' '129' '128' '128'],['136' '136' '138' '137' '138' '138' '137' '135' '137' '139']
0,['129' '128' '129' '128' '129' '128' '129' '128' '128' '128'],['136' '138' '137' '138' '138' '137' '135' '137' '139' '136']
0,['128' '129' '128' '129' '128' '129' '128' '128' '128' '129'],['138' '137' '138' '138' '137' '135' '137' '139' '136' '140']
0,['129' '128' '129' '128' '129' '128' '128' '128' '129' '129'],['137' '138' '138' '137' '135' '137' '139' '136' '140' '136']
0,['128' '129' '128' '129' '128' '128' '128' '129' '129' '128'],['138' '138' '137' '135' '137' '139' '136' '140' '136' '138']
0,['129' '128' '129' '128' '128' '128' '129' '129' '128' '129'],['138' '137' '135' '137' '139' '136' '140' '136' '138' '138']
0,['128' '129' '128' '128' '128' '129' '129' '128' '129' '130'],['137' '135' '137' '139' '136' '140' '136' '138' '138' '137']
0,['129' '128' '128' '128' '129' '129' '128' '129' '130' '130'],['135' '137' '139' '136' '140' '136' '138' '138' '137' '137']
0,['128' '128' '128' '129' '129' '128' '129' '130' '130' '130'],['137' '139' '136' '140' '136' '138' '138' '137' '137' '138']
0,['128' '128' '129' '129' '128' '129' '130' '130' '130' '130'],['139' '136' '140' '136' '138' '138' '137' '137' '138' '137']
0,['128' '129' '129' '128' '129' '130' '130' '130' '130' '128'],['136' '140' '136' '138' '138' '137' '137' '138' '137' '137']
0,['129' '129' '128' '129' '130' '130' '130' '130' '128' '128'],['140' '136' '138' '138' '137' '137' '138' '137' '137' '136']
0,['129' '128' '129' '130' '130' '130' '130' '128' '128' '129'],['136' '138' '138' '137' '137' '138' '137' '137' '136' '136']
0,['128' '129' '130' '130' '130' '130' '128' '128' '129' '129'],['138' '138' '137' '137' '138' '137' '137' '136' '136' '137']
0,['129' '130' '130' '130' '130' '128' '128' '129' '129' '130'],['138' '137' '137' '138' '137' '137' '136' '136' '137' '137']
0,['130' '130' '130' '130' '128' '128' '129' '129' '130' '129'],['137' '137' '138' '137' '137' '136' '136' '137' '137' '138']
0,['130' '130' '130' '128' '128' '129' '129' '130' '129' '130'],['137' '138' '137' '137' '136' '136' '137' '137' '138' '137']
0,['130' '130' '128' '128' '129' '129' '130' '129' '130' '128'],['138' '137' '137' '136' '136' '137' '137' '138' '137' '137']
0,['130' '128' '128' '129' '129' '130' '129' '130' '128' '128'],['137' '137' '136' '136' '137' '137' '138' '137' '137' '138']
0,['128' '128' '129' '129' '130' '129' '130' '128' '128' '130'],['137' '136' '136' '137' '137' '138' '137' '137' '138' '138']
0,['128' '129' '129' '130' '129' '130' '128' '128' '130' '129'],['136' '136' '137' '137' '138' '137' '137' '138' '138' '136']
0,['129' '129' '130' '129' '130' '128' '128' '130' '129' '128'],['136' '137' '137' '138' '137' '137' '138' '138' '136' '136']
0,['129' '130' '129' '130' '128' '128' '130' '129' '128' '129'],['137' '137' '138' '137' '137' '138' '138' '136' '136' '136']
0,['130' '129' '130' '128' '128' '130' '129' '128' '129' '129'],['137' '138' '137' '137' '138' '138' '136' '136' '136' '137']
0,['129' '130' '128' '128' '130' '129' '128' '129' '129' '129'],['138' '137' '137' '138' '138' '136' '136' '136' '137' '138']
0,['130' '128' '128' '130' '129' '128' '129' '129' '129' '129'],['137' '137' '138' '138' '136' '136' '136' '137' '138' '137']
0,['128' '128' '130' '129' '128' '129' '129' '129' '129' '129'],['137' '138' '138' '136' '136' '136' '137' '138' '137' '138']
0,['128' '130' '129' '128' '129' '129' '129' '129' '129' '128'],['138' '138' '136' '136' '136' '137' '138' '137' '138' '137']
0,['130' '129' '128' '129' '129' '129' '129' '129' '128' '128'],['138' '136' '136' '136' '137' '138' '137' '138' '137' '137']
0,['129' '128' '129' '129' '129' '129' '129' '128' '128' '130'],['136' '136' '136' '137' '138' '137' '138' '137' '137' '138']
0,['128' '129' '129' '129' '129' '129' '128' '128' '130' '127'],['136' '136' '137' '138' '137' '138' '137' '137' '138' '137']
0,['129' '129' '129' '129' '129' '128' '128' '130' '127' '130'],['136' '137' '138' '137' '138' '137' '137' '138' '137' '138']
0,['129' '129' '129' '129' '128' '128' '130' '127' '130' '129'],['137' '138' '137' '138' '137' '137' '138' '137' '138' '137']
0,['129' '129' '129' '128' '128' '130' '127' '130' '129' '129'],['138' '137' '138' '137' '137' '138' '137' '138' '137' '137']
0,['129' '129' '128' '128' '130' '127' '130' '129' '129' '128'],['137' '138' '137' '137' '138' '137' '138' '137' '137' '138']
0,['129' '128' '128' '130' '127' '130' '129' '129' '128' '129'],['138' '137' '137' '138' '137' '138' '137' '137' '138' '138']
0,['128' '128' '130' '127' '130' '129' '129' '128' '129' '129'],['137' '137' '138' '137' '138' '137' '137' '138' '138' '138']
0,['128' '130' '127' '130' '129' '129' '128' '129' '129' '129'],['137' '138' '137' '138' '137' '137' '138' '138' '138' '137']
0,['130' '127' '130' '129' '129' '128' '129' '129' '129' '129'],['138' '137' '138' '137' '137' '138' '138' '138' '137' '137']
0,['127' '130' '129' '129' '128' '129' '129' '129' '129' '128'],['137' '138' '137' '137' '138' '138' '138' '137' '137' '137']
0,['130' '129' '129' '128' '129' '129' '129' '129' '128' '130'],['138' '137' '137' '138' '138' '138' '137' '137' '137' '137']
0,['129' '129' '128' '129' '129' '129' '129' '128' '130' '128'],['137' '137' '138' '138' '138' '137' '137' '137' '137' '137']
0,['129' '128' '129' '129' '129' '129' '128' '130' '128' '128'],['137' '138' '138' '138' '137' '137' '137' '137' '137' '137']
0,['128' '129' '129' '129' '129' '128' '130' '128' '128' '128'],['138' '138' '138' '137' '137' '137' '137' '137' '137' '136']
0,['129' '129' '129' '129' '128' '130' '128' '128' '128' '129'],['138' '138' '137' '137' '137' '137' '137' '137' '136' '138']
0,['129' '129' '129' '128' '130' '128' '128' '128' '129' '130'],['138' '137' '137' '137' '137' '137' '137' '136' '138' '137']
0,['129' '129' '128' '130' '128' '128' '128' '129' '130' '129'],['137' '137' '137' '137' '137' '137' '136' '138' '137' '137']
0,['129' '128' '130' '128' '128' '128' '129' '130' '129' '128'],['137' '137' '137' '137' '137' '136' '138' '137' '137' '137']
0,['128' '130' '128' '128' '128' '129' '130' '129' '128' '129'],['137' '137' '137' '137' '136' '138' '137' '137' '137' '138']
0,['130' '128' '128' '128' '129' '130' '129' '128' '129' '128'],['137' '137' '137' '136' '138' '137' '137' '137' '138' '138']
0,['128' '128' '128' '129' '130' '129' '128' '129' '128' '128'],['137' '137' '136' '138' '137' '137' '137' '138' '138' '137']
0,['128' '128' '129' '130' '129' '128' '129' '128' '128' '130'],['137' '136' '138' '137' '137' '137' '138' '138' '137' '138']
0,['128' '129' '130' '129' '128' '129' '128' '128' '130' '128'],['136' '138' '137' '137' '137' '138' '138' '137' '138' '136']
0,['129' '130' '129' '128' '129' '128' '128' '130' '128' '130'],['138' '137' '137' '137' '138' '138' '137' '138' '136' '137']
0,['130' '129' '128' '129' '128' '128' '130' '128' '130' '129'],['137' '137' '137' '138' '138' '137' '138' '136' '137' '137']
0,['129' '128' '129' '128' '128' '130' '128' '130' '129' '127'],['137' '137' '138' '138' '137' '138' '136' '137' '137' '137']
0,['128' '129' '128' '128' '130' '128' '130' '129' '127' '127'],['137' '138' '138' '137' '138' '136' '137' '137' '137' '138']
0,['108' '107' '108' '107' '107' '108' '107' '108' '106' '128'],['128' '128' '129' '128' '129' '128' '128' '129' '128' '138']
0,['107' '108' '107' '107' '108' '107' '108' '106' '128' '128'],['128' '129' '128' '129' '128' '128' '129' '128' '138' '137']
0,['108' '107' '107' '108' '107' '108' '106' '128' '128' '130'],['129' '128' '129' '128' '128' '129' '128' '138' '137' '137']
0,['107' '107' '108' '107' '108' '106' '128' '128' '130' '129'],['128' '129' '128' '128' '129' '128' '138' '137' '137' '136']
0,['107' '108' '107' '108' '106' '128' '128' '130' '129' '130'],['129' '128' '128' '129' '128' '138' '137' '137' '136' '137']
0,['108' '107' '108' '106' '128' '128' '130' '129' '130' '129'],['128' '128' '129' '128' '138' '137' '137' '136' '137' '138']
0,['107' '108' '106' '128' '128' '130' '129' '130' '129' '128'],['128' '129' '128' '138' '137' '137' '136' '137' '138' '137']
0,['108' '106' '128' '128' '130' '129' '130' '129' '128' '128'],['129' '128' '138' '137' '137' '136' '137' '138' '137' '137']
0,['106' '128' '128' '130' '129' '130' '129' '128' '128' '129'],['128' '138' '137' '137' '136' '137' '138' '137' '137' '137']
0,['128' '128' '130' '129' '130' '129' '128' '128' '129' '129'],['138' '137' '137' '136' '137' '138' '137' '137' '137' '139']
0,['128' '130' '129' '130' '129' '128' '128' '129' '129' '129'],['137' '137' '136' '137' '138' '137' '137' '137' '139' '137']
0,['130' '129' '130' '129' '128' '128' '129' '129' '129' '128'],['137' '136' '137' '138' '137' '137' '137' '139' '137' '136']
0,['129' '130' '129' '128' '128' '129' '129' '129' '128' '128'],['136' '137' '138' '137' '137' '137' '139' '137' '136' '137']
0,['130' '129' '128' '128' '129' '129' '129' '128' '128' '129'],['137' '138' '137' '137' '137' '139' '137' '136' '137' '138']
0,['129' '128' '128' '129' '129' '129' '128' '128' '129' '127'],['138' '137' '137' '137' '139' '137' '136' '137' '138' '138']
1,['128' '128' '129' '129' '129' '128' '128' '129' '127' '128'],['137' '137' '137' '139' '137' '136' '137' '138' '138' '137']
1,['128' '129' '129' '129' '128' '128' '129' '127' '128' '129'],['137' '137' '139' '137' '136' '137' '138' '138' '137' '138']
1,['129' '129' '129' '128' '128' '129' '127' '128' '129' '127'],['137' '139' '137' '136' '137' '138' '138' '137' '138' '137']
1,['129' '129' '128' '128' '129' '127' '128' '129' '127' '129'],['139' '137' '136' '137' '138' '138' '137' '138' '137' '136']
1,['129' '128' '128' '129' '127' '128' '129' '127' '129' '127'],['137' '136' '137' '138' '138' '137' '138' '137' '136' '136']
0,['128' '128' '129' '127' '128' '129' '127' '129' '127' '129'],['136' '137' '138' '138' '137' '138' '137' '136' '136' '137']
0,['128' '129' '127' '128' '129' '127' '129' '127' '129' '127'],['137' '138' '138' '137' '138' '137' '136' '136' '137' '136']
0,['129' '127' '128' '129' '127' '129' '127' '129' '127' '127'],['138' '138' '137' '138' '137' '136' '136' '137' '136' '138']
0,['127' '128' '129' '127' '129' '127' '129' '127' '127' '129'],['138' '137' '138' '137' '136' '136' '137' '136' '138' '138']
0,['128' '129' '127' '129' '127' '129' '127' '127' '129' '128'],['137' '138' '137' '136' '136' '137' '136' '138' '138' '137']
0,['129' '127' '129' '127' '129' '127' '127' '129' '128' '128'],['138' '137' '136' '136' '137' '136' '138' '138' '137' '137']
0,['127' '129' '127' '129' '127' '127' '129' '128' '128' '128'],['137' '136' '136' '137' '136' '138' '138' '137' '137' '138']
0,['129' '127' '129' '127' '127' '129' '128' '128' '128' '129'],['136' '136' '137' '136' '138' '138' '137' '137' '138' '136']
0,['127' '129' '127' '127' '129' '128' '128' '128' '129' '129'],['136' '137' '136' '138' '138' '137' '137' '138' '136' '137']
0,['129' '127' '127' '129' '128' '128' '128' '129' '129' '128'],['137' '136' '138' '138' '137' '137' '138' '136' '137' '137']
0,['127' '127' '129' '128' '128' '128' '129' '129' '128' '128'],['136' '138' '138' '137' '137' '138' '136' '137' '137' '138']
0,['127' '129' '128' '128' '128' '129' '129' '128' '128' '129'],['138' '138' '137' '137' '138' '136' '137' '137' '138' '136']
0,['129' '128' '128' '128' '129' '129' '128' '128' '129' '129'],['138' '137' '137' '138' '136' '137' '137' '138' '136' '137']
0,['128' '128' '128' '129' '129' '128' '128' '129' '129' '128'],['137' '137' '138' '136' '137' '137' '138' '136' '137' '137']
0,['128' '128' '129' '129' '128' '128' '129' '129' '128' '128'],['137' '138' '136' '137' '137' '138' '136' '137' '137' '137']
0,['128' '129' '129' '128' '128' '129' '129' '128' '128' '129'],['138' '136' '137' '137' '138' '136' '137' '137' '137' '136']
0,['129' '129' '128' '128' '129' '129' '128' '128' '129' '129'],['136' '137' '137' '138' '136' '137' '137' '137' '136' '136']
0,['129' '128' '128' '129' '129' '128' '128' '129' '129' '128'],['137' '137' '138' '136' '137' '137' '137' '136' '136' '137']
0,['128' '128' '129' '129' '128' '128' '129' '129' '128' '128'],['137' '138' '136' '137' '137' '137' '136' '136' '137' '137']
0,['128' '129' '129' '128' '128' '129' '129' '128' '128' '128'],['138' '136' '137' '137' '137' '136' '136' '137' '137' '138']
0,['129' '129' '128' '128' '129' '129' '128' '128' '128' '128'],['136' '137' '137' '137' '136' '136' '137' '137' '138' '137']
0,['129' '128' '128' '129' '129' '128' '128' '128' '128' '130'],['137' '137' '137' '136' '136' '137' '137' '138' '137' '136']
0,['128' '128' '129' '129' '128' '128' '128' '128' '130' '128'],['137' '137' '136' '136' '137' '137' '138' '137' '136' '137']
0,['128' '129' '129' '128' '128' '128' '128' '130' '128' '129'],['137' '136' '136' '137' '137' '138' '137' '136' '137' '139']
